,timestamp,acc_x,acc_y,acc_z,activity_label
0,2023-05-13 18:37:06.821304,0.19,0.17,1.03,waving
1,2023-05-13 18:37:06.831814,0.19,0.17,1.03,waving
2,2023-05-13 18:37:06.842314,0.19,0.17,1.03,waving
3,2023-05-13 18:37:06.852815,0.02,0.07,1.02,waving
4,2023-05-13 18:37:06.863173,0.02,0.07,1.02,waving
5,2023-05-13 18:37:06.873670,0.02,0.07,1.02,waving
6,2023-05-13 18:37:06.884164,0.02,0.07,1.02,waving
7,2023-05-13 18:37:06.894676,0.2,0.18,1.17,waving
8,2023-05-13 18:37:06.905162,0.2,0.18,1.17,waving
9,2023-05-13 18:37:06.915662,0.2,0.18,1.17,waving
10,2023-05-13 18:37:06.926164,-0.35,0.19,0.63,waving
11,2023-05-13 18:37:06.936190,-0.35,0.19,0.63,waving
12,2023-05-13 18:37:06.946667,-0.35,0.19,0.63,waving
13,2023-05-13 18:37:06.957022,-0.35,0.19,0.63,waving
14,2023-05-13 18:37:06.967166,0.2,0.1,0.77,waving
15,2023-05-13 18:37:06.977665,0.2,0.1,0.77,waving
16,2023-05-13 18:37:06.987715,0.2,0.1,0.77,waving
17,2023-05-13 18:37:06.997746,0.2,0.1,0.77,waving
18,2023-05-13 18:37:07.007768,0.13,-0.08,0.48,waving
19,2023-05-13 18:37:07.018164,0.13,-0.08,0.48,waving
20,2023-05-13 18:37:07.028662,0.13,-0.08,0.48,waving
21,2023-05-13 18:37:07.039176,0.13,-0.08,0.48,waving
22,2023-05-13 18:37:07.049218,0.32,0.77,1.31,waving
23,2023-05-13 18:37:07.059724,0.32,0.77,1.31,waving
24,2023-05-13 18:37:07.070224,0.32,0.77,1.31,waving
25,2023-05-13 18:37:07.080725,0.3,0.8,1.18,waving
26,2023-05-13 18:37:07.091162,0.3,0.8,1.18,waving
27,2023-05-13 18:37:07.101662,0.3,0.8,1.18,waving
28,2023-05-13 18:37:07.111754,0.3,0.8,1.18,waving
29,2023-05-13 18:37:07.121772,0.15,0.24,0.72,waving
30,2023-05-13 18:37:07.132164,0.15,0.24,0.72,waving
31,2023-05-13 18:37:07.142664,0.15,0.24,0.72,waving
32,2023-05-13 18:37:07.153009,0.15,0.24,0.72,waving
33,2023-05-13 18:37:07.163161,1.1,0.21,1.63,waving
34,2023-05-13 18:37:07.173658,1.1,0.21,1.63,waving
35,2023-05-13 18:37:07.183678,1.1,0.21,1.63,waving
36,2023-05-13 18:37:07.194161,2.61,0.03,3.07,waving
37,2023-05-13 18:37:07.204231,2.61,0.03,3.07,waving
38,2023-05-13 18:37:07.214378,2.61,0.03,3.07,waving
39,2023-05-13 18:37:07.224404,2.61,0.03,3.07,waving
40,2023-05-13 18:37:07.234425,2.61,0.03,3.07,waving
41,2023-05-13 18:37:07.244754,2.1,-0.09,2.5,waving
42,2023-05-13 18:37:07.255160,2.1,-0.09,2.5,waving
43,2023-05-13 18:37:07.265308,2.1,-0.09,2.5,waving
44,2023-05-13 18:37:07.275654,-0.52,-0.22,1.33,waving
45,2023-05-13 18:37:07.286162,-0.52,-0.22,1.33,waving
46,2023-05-13 18:37:07.296184,-0.52,-0.22,1.33,waving
47,2023-05-13 18:37:07.306201,-0.52,-0.22,1.33,waving
48,2023-05-13 18:37:07.316241,-3.36,1.18,-0.51,waving
49,2023-05-13 18:37:07.326655,-3.36,1.18,-0.51,waving
50,2023-05-13 18:37:07.337154,-3.36,1.18,-0.51,waving
51,2023-05-13 18:37:07.347208,-3.87,0.48,-2.92,waving
52,2023-05-13 18:37:07.357652,-3.87,0.48,-2.92,waving
53,2023-05-13 18:37:07.368176,-3.87,0.48,-2.92,waving
54,2023-05-13 18:37:07.378249,-3.87,0.48,-2.92,waving
55,2023-05-13 18:37:07.388759,-2.06,-0.21,-0.88,waving
56,2023-05-13 18:37:07.399259,-2.06,-0.21,-0.88,waving
57,2023-05-13 18:37:07.409760,-2.06,-0.21,-0.88,waving
58,2023-05-13 18:37:07.420263,-2.06,-0.21,-0.88,waving
59,2023-05-13 18:37:07.430768,-1.67,-1.04,0.52,waving
60,2023-05-13 18:37:07.441152,-1.67,-1.04,0.52,waving
61,2023-05-13 18:37:07.451171,-1.67,-1.04,0.52,waving
62,2023-05-13 18:37:07.461656,0.46,-2.23,1.88,waving
63,2023-05-13 18:37:07.472179,0.46,-2.23,1.88,waving
64,2023-05-13 18:37:07.482413,0.46,-2.23,1.88,waving
65,2023-05-13 18:37:07.492437,0.46,-2.23,1.88,waving
66,2023-05-13 18:37:07.502462,6.86,-2.68,2.85,waving
67,2023-05-13 18:37:07.512651,6.86,-2.68,2.85,waving
68,2023-05-13 18:37:07.523147,6.86,-2.68,2.85,waving
69,2023-05-13 18:37:07.533173,6.86,-2.68,2.85,waving
70,2023-05-13 18:37:07.543660,7.55,-2.31,1.55,waving
71,2023-05-13 18:37:07.553693,7.55,-2.31,1.55,waving
72,2023-05-13 18:37:07.563714,7.55,-2.31,1.55,waving
73,2023-05-13 18:37:07.573733,7.55,-2.31,1.55,waving
74,2023-05-13 18:37:07.583777,2.58,-1.8,3.73,waving
75,2023-05-13 18:37:07.593919,2.58,-1.8,3.73,waving
76,2023-05-13 18:37:07.604147,2.58,-1.8,3.73,waving
77,2023-05-13 18:37:07.614199,2.58,-1.8,3.73,waving
78,2023-05-13 18:37:07.624219,-1.87,-2.49,2.66,waving
79,2023-05-13 18:37:07.634236,-1.87,-2.49,2.66,waving
80,2023-05-13 18:37:07.644758,-1.87,-2.49,2.66,waving
81,2023-05-13 18:37:07.655149,-1.87,-2.49,2.66,waving
82,2023-05-13 18:37:07.665172,-5.98,-1.15,-1.98,waving
83,2023-05-13 18:37:07.675197,-5.98,-1.15,-1.98,waving
84,2023-05-13 18:37:07.685649,-5.98,-1.15,-1.98,waving
85,2023-05-13 18:37:07.695675,-6.86,-0.34,-4.98,waving
86,2023-05-13 18:37:07.705692,-6.86,-0.34,-4.98,waving
87,2023-05-13 18:37:07.715710,-6.86,-0.34,-4.98,waving
88,2023-05-13 18:37:07.726144,-6.86,-0.34,-4.98,waving
89,2023-05-13 18:37:07.736165,-3.38,-1.07,0.82,waving
90,2023-05-13 18:37:07.746188,-3.38,-1.07,0.82,waving
91,2023-05-13 18:37:07.756650,-3.38,-1.07,0.82,waving
92,2023-05-13 18:37:07.767147,-3.38,-1.07,0.82,waving
93,2023-05-13 18:37:07.777645,-0.94,-1.88,3.26,waving
94,2023-05-13 18:37:07.788145,-0.94,-1.88,3.26,waving
95,2023-05-13 18:37:07.798182,-0.94,-1.88,3.26,waving
96,2023-05-13 18:37:07.808642,-0.94,-1.88,3.26,waving
97,2023-05-13 18:37:07.819147,3.9,-2.38,4.52,waving
98,2023-05-13 18:37:07.829654,3.9,-2.38,4.52,waving
99,2023-05-13 18:37:07.840148,3.9,-2.38,4.52,waving
100,2023-05-13 18:37:07.850641,8.0,-1.98,2.77,waving
101,2023-05-13 18:37:07.861143,8.0,-1.98,2.77,waving
102,2023-05-13 18:37:07.871640,8.0,-1.98,2.77,waving
103,2023-05-13 18:37:07.882153,8.0,-1.98,2.77,waving
104,2023-05-13 18:37:07.892613,5.81,-1.52,3.49,waving
105,2023-05-13 18:37:07.902633,5.81,-1.52,3.49,waving
106,2023-05-13 18:37:07.912740,5.81,-1.52,3.49,waving
107,2023-05-13 18:37:07.923136,5.81,-1.52,3.49,waving
108,2023-05-13 18:37:07.933155,0.23,-1.96,3.97,waving
109,2023-05-13 18:37:07.943638,0.23,-1.96,3.97,waving
110,2023-05-13 18:37:07.954032,0.23,-1.96,3.97,waving
111,2023-05-13 18:37:07.964049,-3.96,-1.7,0.76,waving
112,2023-05-13 18:37:07.974149,-3.96,-1.7,0.76,waving
113,2023-05-13 18:37:07.984165,-3.96,-1.7,0.76,waving
114,2023-05-13 18:37:07.994406,-3.96,-1.7,0.76,waving
115,2023-05-13 18:37:08.004641,-4.92,-0.74,-3.04,waving
116,2023-05-13 18:37:08.015153,-4.92,-0.74,-3.04,waving
117,2023-05-13 18:37:08.025169,-4.92,-0.74,-3.04,waving
118,2023-05-13 18:37:08.035216,-4.92,-0.74,-3.04,waving
119,2023-05-13 18:37:08.045570,-4.92,-0.74,-3.04,waving
120,2023-05-13 18:37:08.055985,-5.17,0.14,-2.74,waving
121,2023-05-13 18:37:08.066004,-5.17,0.14,-2.74,waving
122,2023-05-13 18:37:08.076139,-5.17,0.14,-2.74,waving
123,2023-05-13 18:37:08.086656,-2.32,-0.43,1.0,waving
124,2023-05-13 18:37:08.097075,-2.32,-0.43,1.0,waving
125,2023-05-13 18:37:08.107137,-2.32,-0.43,1.0,waving
126,2023-05-13 18:37:08.117157,-0.92,-1.38,2.3,waving
127,2023-05-13 18:37:08.127635,-0.92,-1.38,2.3,waving
128,2023-05-13 18:37:08.138140,-0.92,-1.38,2.3,waving
129,2023-05-13 18:37:08.148638,-0.92,-1.38,2.3,waving
130,2023-05-13 18:37:08.159132,2.3,-2.04,3.34,waving
131,2023-05-13 18:37:08.169633,2.3,-2.04,3.34,waving
132,2023-05-13 18:37:08.180145,2.3,-2.04,3.34,waving
133,2023-05-13 18:37:08.190167,2.3,-2.04,3.34,waving
134,2023-05-13 18:37:08.200583,7.76,-2.38,2.75,waving
135,2023-05-13 18:37:08.211094,7.76,-2.38,2.75,waving
136,2023-05-13 18:37:08.221131,7.76,-2.38,2.75,waving
137,2023-05-13 18:37:08.231650,6.85,-2.12,1.84,waving
138,2023-05-13 18:37:08.242135,6.85,-2.12,1.84,waving
139,2023-05-13 18:37:08.252155,6.85,-2.12,1.84,waving
140,2023-05-13 18:37:08.262181,6.85,-2.12,1.84,waving
141,2023-05-13 18:37:08.272198,2.11,-1.4,3.47,waving
142,2023-05-13 18:37:08.282640,2.11,-1.4,3.47,waving
143,2023-05-13 18:37:08.293129,2.11,-1.4,3.47,waving
144,2023-05-13 18:37:08.303149,2.11,-1.4,3.47,waving
145,2023-05-13 18:37:08.313630,-2.06,-1.81,2.0,waving
146,2023-05-13 18:37:08.324134,-2.06,-1.81,2.0,waving
147,2023-05-13 18:37:08.334635,-2.06,-1.81,2.0,waving
148,2023-05-13 18:37:08.344651,-2.06,-1.81,2.0,waving
149,2023-05-13 18:37:08.354683,-1.96,-0.6,0.93,waving
150,2023-05-13 18:37:08.365196,-1.96,-0.6,0.93,waving
151,2023-05-13 18:37:08.375635,-1.96,-0.6,0.93,waving
152,2023-05-13 18:37:08.386149,-4.7,-0.68,-2.1,waving
153,2023-05-13 18:37:08.396662,-4.7,-0.68,-2.1,waving
154,2023-05-13 18:37:08.407175,-4.7,-0.68,-2.1,waving
155,2023-05-13 18:37:08.417634,-4.7,-0.68,-2.1,waving
156,2023-05-13 18:37:08.428147,-4.16,0.19,-2.37,waving
157,2023-05-13 18:37:08.438163,-4.16,0.19,-2.37,waving
158,2023-05-13 18:37:08.448191,-4.16,0.19,-2.37,waving
159,2023-05-13 18:37:08.458214,-4.16,0.19,-2.37,waving
160,2023-05-13 18:37:08.468304,-1.99,-0.27,-0.6,waving
161,2023-05-13 18:37:08.478817,-1.99,-0.27,-0.6,waving
162,2023-05-13 18:37:08.488833,-1.99,-0.27,-0.6,waving
163,2023-05-13 18:37:08.498860,-1.99,-0.27,-0.6,waving
164,2023-05-13 18:37:08.508881,-0.8,-0.37,1.19,waving
165,2023-05-13 18:37:08.519394,-0.8,-0.37,1.19,waving
166,2023-05-13 18:37:08.529626,-0.8,-0.37,1.19,waving
167,2023-05-13 18:37:08.540142,0.35,-0.78,1.66,waving
168,2023-05-13 18:37:08.550624,0.35,-0.78,1.66,waving
169,2023-05-13 18:37:08.561132,0.35,-0.78,1.66,waving
170,2023-05-13 18:37:08.571155,0.35,-0.78,1.66,waving
171,2023-05-13 18:37:08.581178,2.73,-0.88,1.5,waving
172,2023-05-13 18:37:08.591201,2.73,-0.88,1.5,waving
173,2023-05-13 18:37:08.601221,2.73,-0.88,1.5,waving
174,2023-05-13 18:37:08.611624,2.73,-0.88,1.5,waving
175,2023-05-13 18:37:08.622117,4.18,-0.35,0.91,waving
176,2023-05-13 18:37:08.632429,4.18,-0.35,0.91,waving
177,2023-05-13 18:37:08.642627,4.18,-0.35,0.91,waving
178,2023-05-13 18:37:08.653128,4.53,0.0,0.42,waving
179,2023-05-13 18:37:08.663144,4.53,0.0,0.42,waving
180,2023-05-13 18:37:08.673200,4.53,0.0,0.42,waving
181,2023-05-13 18:37:08.683623,4.53,0.0,0.42,waving
182,2023-05-13 18:37:08.693898,3.7,-0.08,0.92,waving
183,2023-05-13 18:37:08.703934,3.7,-0.08,0.92,waving
184,2023-05-13 18:37:08.713952,3.7,-0.08,0.92,waving
185,2023-05-13 18:37:08.724003,3.7,-0.08,0.92,waving
