,timestamp,acc_x,acc_y,acc_z,activity_label
0,2023-05-14 18:31:33.294678,-0.05,0.9,0.41,jumping
1,2023-05-14 18:31:33.315280,-0.05,0.9,0.41,jumping
2,2023-05-14 18:31:33.335358,0.02,1.12,0.16,jumping
3,2023-05-14 18:31:33.355657,0.02,1.12,0.16,jumping
4,2023-05-14 18:31:33.376154,-0.01,0.9,0.5,jumping
5,2023-05-14 18:31:33.396185,-0.01,0.9,0.5,jumping
6,2023-05-14 18:31:33.416693,-0.03,0.81,0.39,jumping
7,2023-05-14 18:31:33.437073,-0.03,0.81,0.39,jumping
8,2023-05-14 18:31:33.457148,0.02,1.15,0.4,jumping
9,2023-05-14 18:31:33.477660,-0.32,0.81,0.12,jumping
10,2023-05-14 18:31:33.497703,0.1,0.92,0.61,jumping
11,2023-05-14 18:31:33.517827,0.1,0.92,0.61,jumping
12,2023-05-14 18:31:33.538328,-0.02,0.91,0.35,jumping
13,2023-05-14 18:31:33.558362,-0.02,0.91,0.35,jumping
14,2023-05-14 18:31:33.578824,-0.06,0.87,0.29,jumping
15,2023-05-14 18:31:33.598845,-0.06,0.87,0.29,jumping
16,2023-05-14 18:31:33.619324,-0.06,0.77,0.18,jumping
17,2023-05-14 18:31:33.639344,0.02,0.8,0.36,jumping
18,2023-05-14 18:31:33.659361,0.02,0.8,0.36,jumping
19,2023-05-14 18:31:33.679644,-0.0,0.69,0.25,jumping
20,2023-05-14 18:31:33.699669,-0.0,0.69,0.25,jumping
21,2023-05-14 18:31:33.720144,0.05,0.64,0.08,jumping
22,2023-05-14 18:31:33.740638,0.05,0.64,0.08,jumping
23,2023-05-14 18:31:33.760817,0.05,0.64,0.08,jumping
24,2023-05-14 18:31:33.780834,0.19,0.56,0.41,jumping
25,2023-05-14 18:31:33.800856,0.06,0.27,0.24,jumping
26,2023-05-14 18:31:33.821370,0.06,0.27,0.24,jumping
27,2023-05-14 18:31:33.841638,-0.15,0.55,0.14,jumping
28,2023-05-14 18:31:33.862143,-0.15,0.55,0.14,jumping
29,2023-05-14 18:31:33.882638,-0.31,1.11,0.51,jumping
30,2023-05-14 18:31:33.902722,-0.45,1.27,0.82,jumping
31,2023-05-14 18:31:33.923236,-0.45,1.27,0.82,jumping
32,2023-05-14 18:31:33.943570,0.52,3.24,1.3,jumping
33,2023-05-14 18:31:33.963657,0.52,3.24,1.3,jumping
34,2023-05-14 18:31:33.984166,0.27,2.99,1.7,jumping
35,2023-05-14 18:31:34.004650,0.27,2.99,1.7,jumping
36,2023-05-14 18:31:34.024826,0.8,2.81,1.9,jumping
37,2023-05-14 18:31:34.045072,-1.5,1.05,-2.33,jumping
38,2023-05-14 18:31:34.065254,-1.5,1.05,-2.33,jumping
39,2023-05-14 18:31:34.085572,-0.27,2.25,0.83,jumping
40,2023-05-14 18:31:34.105641,-0.27,2.25,0.83,jumping
41,2023-05-14 18:31:34.125815,0.6,2.21,2.0,jumping
42,2023-05-14 18:31:34.145840,0.6,2.21,2.0,jumping
43,2023-05-14 18:31:34.166277,-0.34,-1.18,-2.36,jumping
44,2023-05-14 18:31:34.186640,-0.34,-1.18,-2.36,jumping
45,2023-05-14 18:31:34.207039,-0.23,-0.38,0.14,jumping
46,2023-05-14 18:31:34.227162,-0.23,-0.38,0.14,jumping
47,2023-05-14 18:31:34.247195,-0.39,-2.0,0.74,jumping
48,2023-05-14 18:31:34.267711,-0.39,-2.0,0.74,jumping
49,2023-05-14 18:31:34.288216,-0.39,-2.0,0.74,jumping
50,2023-05-14 18:31:34.308396,-0.39,-2.0,0.74,jumping
51,2023-05-14 18:31:34.328903,0.3,0.67,-0.71,jumping
52,2023-05-14 18:31:34.349410,-0.38,-0.61,0.45,jumping
53,2023-05-14 18:31:34.369643,-0.38,-0.61,0.45,jumping
54,2023-05-14 18:31:34.389776,-0.07,0.13,0.16,jumping
55,2023-05-14 18:31:34.410125,-0.07,0.13,0.16,jumping
56,2023-05-14 18:31:34.430638,-0.01,-0.03,-0.45,jumping
57,2023-05-14 18:31:34.451125,-0.01,-0.03,-0.45,jumping
58,2023-05-14 18:31:34.471636,0.11,0.07,0.0,jumping
59,2023-05-14 18:31:34.492129,0.13,0.22,0.27,jumping
60,2023-05-14 18:31:34.512642,0.13,0.22,0.27,jumping
61,2023-05-14 18:31:34.532821,0.15,0.25,0.15,jumping
62,2023-05-14 18:31:34.552839,0.15,0.25,0.15,jumping
63,2023-05-14 18:31:34.573333,-0.08,0.02,-0.28,jumping
64,2023-05-14 18:31:34.593407,-0.62,1.23,0.25,jumping
65,2023-05-14 18:31:34.613435,-0.62,1.23,0.25,jumping
66,2023-05-14 18:31:34.633625,-0.47,2.91,0.73,jumping
67,2023-05-14 18:31:34.653820,-0.47,2.91,0.73,jumping
68,2023-05-14 18:31:34.674129,0.24,2.78,2.4,jumping
69,2023-05-14 18:31:34.694573,0.24,2.78,2.4,jumping
70,2023-05-14 18:31:34.714883,-0.22,2.36,0.02,jumping
71,2023-05-14 18:31:34.735255,-0.22,2.36,0.02,jumping
72,2023-05-14 18:31:34.755573,-0.31,2.37,1.13,jumping
73,2023-05-14 18:31:34.776049,-0.31,2.37,1.13,jumping
74,2023-05-14 18:31:34.796075,0.07,1.94,0.74,jumping
75,2023-05-14 18:31:34.816121,0.07,1.94,0.74,jumping
76,2023-05-14 18:31:34.836622,0.07,0.99,-0.21,jumping
77,2023-05-14 18:31:34.857064,0.07,0.99,-0.21,jumping
78,2023-05-14 18:31:34.877571,0.1,0.55,0.18,jumping
