,timestamp,acc_x,acc_y,acc_z,activity_label
0,2023-05-14 09:48:08.238410,0.99,-0.08,-0.32,lying
1,2023-05-14 09:48:08.258932,0.99,-0.08,-0.21,lying
2,2023-05-14 09:48:08.279310,0.99,-0.08,-0.21,lying
3,2023-05-14 09:48:08.299329,0.98,-0.1,-0.22,lying
4,2023-05-14 09:48:08.319351,0.98,-0.1,-0.22,lying
5,2023-05-14 09:48:08.339802,1.12,-0.1,0.04,lying
6,2023-05-14 09:48:08.360335,1.12,-0.1,0.04,lying
7,2023-05-14 09:48:08.380352,0.97,-0.01,-0.17,lying
8,2023-05-14 09:48:08.400803,0.97,-0.01,-0.17,lying
9,2023-05-14 09:48:08.421306,1.04,-0.09,-0.11,lying
10,2023-05-14 09:48:08.441813,1.04,-0.09,-0.11,lying
11,2023-05-14 09:48:08.462305,1.07,-0.08,-0.17,lying
12,2023-05-14 09:48:08.482324,0.91,0.01,-0.24,lying
13,2023-05-14 09:48:08.502596,0.91,0.01,-0.24,lying
14,2023-05-14 09:48:08.522809,1.01,-0.04,-0.26,lying
15,2023-05-14 09:48:08.543297,1.01,-0.04,-0.26,lying
16,2023-05-14 09:48:08.563329,1.05,-0.02,-0.13,lying
17,2023-05-14 09:48:08.583802,1.05,-0.02,-0.13,lying
18,2023-05-14 09:48:08.604313,1.04,0.09,-0.1,lying
19,2023-05-14 09:48:08.624338,1.04,0.09,-0.1,lying
20,2023-05-14 09:48:08.644753,1.02,-0.03,-0.35,lying
21,2023-05-14 09:48:08.665029,1.02,-0.03,-0.35,lying
22,2023-05-14 09:48:08.685268,1.0,0.01,-0.12,lying
23,2023-05-14 09:48:08.705293,1.0,0.01,-0.12,lying
24,2023-05-14 09:48:08.725793,1.01,0.02,-0.16,lying
25,2023-05-14 09:48:08.746295,1.01,0.02,-0.16,lying
26,2023-05-14 09:48:08.766315,1.02,0.03,-0.26,lying
27,2023-05-14 09:48:08.786795,1.02,0.03,-0.26,lying
28,2023-05-14 09:48:08.807290,1.01,0.01,-0.32,lying
29,2023-05-14 09:48:08.827793,1.01,0.01,-0.32,lying
30,2023-05-14 09:48:08.847829,1.03,0.01,-0.19,lying
31,2023-05-14 09:48:08.868328,0.99,0.04,-0.23,lying
32,2023-05-14 09:48:08.888796,0.99,0.04,-0.23,lying
33,2023-05-14 09:48:08.909301,1.03,0.04,-0.23,lying
34,2023-05-14 09:48:08.929804,1.03,0.04,-0.23,lying
35,2023-05-14 09:48:08.950294,1.01,0.0,-0.25,lying
36,2023-05-14 09:48:08.970802,1.01,0.0,-0.25,lying
37,2023-05-14 09:48:08.991287,1.03,0.05,-0.18,lying
38,2023-05-14 09:48:09.011789,1.03,0.05,-0.18,lying
39,2023-05-14 09:48:09.032287,1.01,0.03,-0.23,lying
40,2023-05-14 09:48:09.052792,1.0,0.06,-0.22,lying
41,2023-05-14 09:48:09.073284,1.0,0.06,-0.22,lying
42,2023-05-14 09:48:09.093726,1.01,0.06,-0.23,lying
43,2023-05-14 09:48:09.114068,1.01,0.06,-0.23,lying
44,2023-05-14 09:48:09.134365,1.02,0.01,-0.27,lying
45,2023-05-14 09:48:09.154584,1.02,0.01,-0.27,lying
46,2023-05-14 09:48:09.174789,0.99,0.09,-0.19,lying
47,2023-05-14 09:48:09.195286,0.99,0.09,-0.19,lying
48,2023-05-14 09:48:09.215784,1.01,0.02,-0.22,lying
49,2023-05-14 09:48:09.236137,1.01,0.02,-0.22,lying
50,2023-05-14 09:48:09.256282,1.0,0.05,-0.24,lying
51,2023-05-14 09:48:09.276786,1.0,0.05,-0.24,lying
52,2023-05-14 09:48:09.297278,1.02,0.04,-0.22,lying
53,2023-05-14 09:48:09.317779,1.02,0.04,-0.22,lying
54,2023-05-14 09:48:09.338280,1.0,0.04,-0.24,lying
55,2023-05-14 09:48:09.358303,1.05,0.01,-0.19,lying
56,2023-05-14 09:48:09.378780,1.05,0.01,-0.19,lying
57,2023-05-14 09:48:09.399276,1.01,0.03,-0.21,lying
