,timestamp,acc_x,acc_y,acc_z,activity_label
0,2023-05-13 21:07:01.409942,-0.19890666,4.1663013,1.1797727,jumping
1,2023-05-13 21:07:01.430751,-0.06467517,4.356666,1.0623811,jumping
2,2023-05-13 21:07:01.451412,1.0694588,3.7106464,1.2925272,jumping
3,2023-05-13 21:07:01.471991,0.50324607,2.4225123,0.69409883,jumping
4,2023-05-13 21:07:01.492274,-0.03904916,1.4545813,0.35168648,jumping
5,2023-05-13 21:07:01.512945,-0.33460248,0.2545517,0.032703668,jumping
6,2023-05-13 21:07:01.533125,-0.23209843,-0.1581491,-0.36950266,jumping
7,2023-05-13 21:07:01.553601,0.49250755,-0.3372871,-0.85493255,jumping
8,2023-05-13 21:07:01.573943,0.6062382,-0.33582276,-0.8844635,jumping
9,2023-05-13 21:07:01.594488,0.56474847,-0.32996538,-0.75364876,jumping
10,2023-05-13 21:07:01.615130,0.23087814,-0.3443648,-0.45419052,jumping
11,2023-05-13 21:07:01.635763,-0.28042176,-0.17523311,0.017816179,jumping
12,2023-05-13 21:07:01.655934,-0.3184947,-0.006345488,-0.14008886,jumping
13,2023-05-13 21:07:01.676344,-0.3184947,-0.006345488,-0.14008886,jumping
14,2023-05-13 21:07:01.696599,-0.03636453,0.20574026,-0.099819414,jumping
15,2023-05-13 21:07:01.717074,0.25284332,0.23795582,0.3900035,jumping
16,2023-05-13 21:07:01.737278,0.28969595,0.2596769,0.5383903,jumping
17,2023-05-13 21:07:01.757676,0.15253578,0.26821893,0.44027928,jumping
18,2023-05-13 21:07:01.778089,-0.04881145,0.12422514,0.24161668,jumping
19,2023-05-13 21:07:01.798172,-0.22331238,0.0061014313,0.17401282,jumping
20,2023-05-13 21:07:01.818440,-0.09542638,0.073461235,0.008297946,jumping
21,2023-05-13 21:07:01.838687,-0.014643434,0.174745,0.05198419,jumping
22,2023-05-13 21:07:01.859203,-0.09542638,0.55401,0.1867038,jumping
23,2023-05-13 21:07:01.879659,-0.14545812,1.8728954,0.6545615,jumping
24,2023-05-13 21:07:01.900211,-0.06809197,3.6515844,1.193684,jumping
25,2023-05-13 21:07:01.920332,-0.38902727,4.0179143,0.63503695,jumping
26,2023-05-13 21:07:01.940496,-0.43076107,4.058916,0.2796896,jumping
27,2023-05-13 21:07:01.960743,0.379509,3.684288,0.41684976,jumping
28,2023-05-13 21:07:01.980999,0.7563334,3.0870802,0.86615914,jumping
29,2023-05-13 21:07:02.001531,0.26480213,1.7542835,0.8891005,jumping
